ID,Descripción,Fecha de Verificacion,Próxima Verificacion,Calendario de Verificacion,Estado,"Método de Verificacion calibracion",Error de equipo,,Resolucion,,N° de Serie,"ID de equipo con el que se verifica / Calibra  ",Usuario,Responsable,Ubicación,Formato,Verificacion de Etiquta (ID y Fecha),Status,Prove-Calibracion,Verifico,Fuera de Calibración,,% de Gages Calibrados,Numero de folio,,,Calibración Vigente,Calibración Vencida,En Proceso de Calibración,,Buscar,27-05-21,>=,20/05/2021,07/05/2021,>=44323.4489422454,27/05/2021,>=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT591,Camara Vision,13/01/2021,13/01/2022,24/12/2021,Activo,INTERNO,N/A,N/A,N/A,N/A,6E410132,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,TRW-5873-000 LINEA,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT592,Camara Vision,24/01/2021,24/01/2022,04/01/2022,Activo,INTERNO,N/A,N/A,N/A,N/A,5L710480,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,BOS-9917-000,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT593,Camara Vision,24/01/2021,24/01/2022,04/01/2022,Activo,INTERNO,N/A,N/A,N/A,N/A,53310039,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,BOS-9917-000,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT594,Medidor de Flujo,15/01/2021,15/01/2023,26/12/2022,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,,CERTIFICADO,Metrologia,Metrologia,BROSE X96F,N/A,OK,Calibración Vigente,,FLOME,0,1,730.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT595,Surface  Rugo. MITUTOYO,25/05/2021,25/05/2022,05/05/2022,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,700101310,CERTIFICADO,tecnicos de Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT596,Manometro 30 PSI,15/01/2021,16/01/2024,27/12/2023,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,,,Metrologia,Metrologia, BROSE X96F,N/A,OK,Calibración Vigente,,FLOME,0,1,1096.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT597,"Micrometro Digimatic 0-1""",13/04/2021,13/04/2022,24/03/2022,Activo,INTERNO,0.0005,0.0005,0,"1""",66772505,INT062,Adrian perez,Adrian perez,Taller Estampado,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT598,"Calibrador Digimatic 0-8""",13/04/2021,13/04/2022,24/03/2022,Activo,INTERNO,0.0005,0.0005,0,"8""",B19214187,INT062/INT143,Adrian perez,Adrian perez,Taller Estampado,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT599,"Micrometro Digimatic 0-1""",13/04/2021,13/04/2022,24/03/2022,Activo,INTERNO,0.0005,0.0005,0,"1""",67760037,INT062,Ricardo Iñiguez,Ricardo Iñiguez,Taller Estampado,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT600,"Calibrador Digimatic 0-8""",13/04/2021,13/04/2022,24/03/2022,Activo,INTERNO,0.0005,0.0005,0,"8""",B19214183,INT062/INT143,Ricardo Iñiguez,Ricardo Iñiguez,Taller Estampado,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT601,"Micrometro Digimatic 0-1""",13/04/2021,13/04/2022,24/03/2022,Activo,INTERNO,0.0005,0.0005,0,"1""",66761748,INT062,christan Cervantes,christan Cervantes,Taller Estampado,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT602,"Calibrador Digimatic 0-6""",13/04/2021,13/04/2022,24/03/2022,Activo,INTERNO,0.0005,0.0005,0,"6""",A19348538,INT062,christan Cervantes,christan Cervantes,Taller Estampado,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT603,Mesa de granito 46X31 CM,21/05/2020,21/05/2022,01/05/2022,Activo,EXTERNO,N/A,N/A,,,N/A,CERTIFICADO,Taller,Taller,Corte por hilo,N/A,,Calibración Vigente,,,0,1,730.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT604,Mesa de granito 46X31 CM,21/05/2020,21/05/2022,01/05/2022,Activo,EXTERNO,N/A,N/A,,,N/A,CERTIFICADO,Taller,Taller,Corte por hilo,N/A,,Calibración Vigente,,,0,1,730.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT605,Mesa de granito 30X25 CM,21/05/2020,21/05/2022,01/05/2022,Activo,EXTERNO,N/A,N/A,,,N/A,CERTIFICADO,Taller,Taller,Corte por hilo,N/A,,Calibración Vigente,,,0,1,730.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT606,Bascula Torrey QC-20,15/05/2021,15/05/2022,25/04/2022,Activo,INTERNO,N/A,N/A,0,20KG,A18-000384,INT088,Produccion,Produccion,Linea SEM-8546-000 Bat.9,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT607,Mesa de granito 20X15 CM,21/05/2020,21/05/2022,01/05/2022,Activo,EXTERNO,N/A,N/A,,,,CERTIFICADO,Cold Forging,Cold Forging,Linea EMC-9278 ,N/A,,Calibración Vigente,,,0,1,730.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT608,Mesa de granito 20X15 CM,21/05/2020,21/05/2022,01/05/2022,Activo,EXTERNO,N/A,N/A,,,,CERTIFICADO,Cold Forging,Cold Forging,Linea EMC-9278 ,N/A,,Calibración Vigente,,,0,1,730.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT609,Mesa de granito 20X15 CM,21/05/2020,21/05/2022,01/05/2022,Activo,EXTERNO,N/A,N/A,,,,CERTIFICADO,Cold Forging,Cold Forging,Linea EMC-9278 ,N/A,,Calibración Vigente,,,0,1,730.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT610,Mesa de granito 20X15 CM,21/05/2020,21/05/2022,01/05/2022,Activo,EXTERNO,N/A,N/A,,,N/A,CERTIFICADO,Laboratorio,Laboratorio,Metrologia,N/A,,Calibración Vigente,,,0,1,730.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT611,Mesa de granito 20X15 CM,21/05/2020,21/05/2022,01/05/2022,Activo,EXTERNO,N/A,N/A,,,N/A,CERTIFICADO,Laboratorio,Laboratorio,Metrologia,N/A,,Calibración Vigente,,,0,1,730.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT612,Mesa de granito 20X15 CM,21/05/2020,21/05/2022,01/05/2022,Activo,EXTERNO,N/A,N/A,,,N/A,CERTIFICADO,Laboratorio,Laboratorio,Metrologia,N/A,,Calibración Vigente,,,0,1,730.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT613,HYPOTGPT-9602,10/06/2020,10/06/2021,21/05/2021,Activo,EXTERNO,N/A,N/A,0,5kg,f01-00446,INT088,Produccion / Automatizacion,Produccion / Automatizacion,Linea Brose-X69F-000,N/A,,En Proceso de Calibración,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT614,HYPOTGPT-9602,12/11/2020,12/11/2021,23/10/2021,Activo,EXTERNO,,,,,,,Produccion / Automatizacion,Produccion / Automatizacion,Linea Dana-10024-000,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT615,Camara Vison,15/05/2021,15/05/2022,25/04/2022,Activo,INTERNO,N/A,N/A,,,,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,Linea de Brose-100024 (Dana).,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT616,Camara Vison,18/02/2021,18/02/2022,29/01/2022,Activo,INTERNO,N/A,N/A,N/A,N/A,,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,Linea de Brose-100027  (Dana).,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT617,Lector de codigo,,,#VALUE!,,INTERNO,,,,,,,Produccion,Produccion,Linea COT-8585-000,N/A,,0,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT618,"Micrometro 0-1""",09/04/2021,09/04/2022,20/03/2022,Activo,INTERNO,".0005""",".0005""",0,"1""",67760036,INT062,,Ricardo Collazo,Taller corte por hilo,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT619,"Calibrador Dig. 0-6""",09/04/2021,09/04/2022,20/03/2022,Activo,INTERNO,".0005""",".0005""",0,"6""",A19348537,INT062/INT143,,Ricardo Collazo,Taller corte por hilo,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT620,Camara Vison,15/05/2021,15/05/2022,25/04/2022,Activo,INTERNO,N/A,N/A,N/A,N/A,,R&R,Produccion / Automatizacion,Produccion / Automatizacion,Linea HEL-6151-000,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT621,Bascula Torrey 20 KG,20/05/2021,20/05/2022,30/04/2022,Activo,INTERNO,N/A,N/A,0,20KG,L19-001299,INT088,Rodrigo  Gamez,Rodrigo  Gamez,Produccion de estampados,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT622,Bascula Torrey 20 KG,20/05/2021,20/05/2022,30/04/2022,Activo,INTERNO,N/A,N/A,0,20KG,F19-001825,INT088,Rodrigo  Gamez,Rodrigo  Gamez,Produccion de estampados,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT623,Bascula Torrey 20 KG,20/05/2021,20/05/2022,30/04/2022,Activo,INTERNO,N/A,N/A,0,20KG,L19-001819,INT088,Veronica Davalos,Veronica Davalos,Area de Scrap,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT624,Perfilometro,17/02/2020,16/02/2021,27/01/2021,Desactivado ,EXTERNO,N/A,N/A,N/A,N/A,68711187,Dummis,Produccion,Produccion,Rotary VAL-8422-000,N/A,,Desactivado ,Marc instruments,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT625,Perfilometro,09/09/2020,09/09/2023,20/08/2023,Activo,EXTERNO,N/A,N/A,N/A,N/A,38710238,Dummis,Produccion,Produccion,Rotary VAL-8422-000,N/A,,Calibración Vigente,,,0,1,1095.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT626,Perfilometro,09/09/2020,09/09/2023,20/08/2023,Activo,EXTERNO,N/A,N/A,N/A,N/A,38710239,CERTIFICADO,Produccion,Produccion,Rotary VAL-8422-000,N/A,,Calibración Vigente,,,0,1,1095.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT627,Amperimetro Klein Tools,09/06/2020,09/06/2021,20/05/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,0418C-A1,CERTIFICADO,Humberto Mondragon,Humberto Mondragon,FACILITIES,N/A,,En Proceso de Calibración,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT628,Bascula Lantech,03/07/2020,03/07/2021,13/06/2021,Activo,EXTERNO,N/A,N/A,0,1000kg,QM029052,CERTIFICADO,Almacen,Almacen,Almacen de Embarques,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT634,Multimetro Klein Tools,15/05/2020,15/05/2021,25/04/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,DV0710,CERTIFICADO,Humberto Mondragon,Humberto Mondragon,FACILITIES,N/A,,Calibración Vencida,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT635,Perfilometro Keyence,25/12/2019,24/12/2022,04/12/2022,Activo,EXTERNO,N/A,N/A,N/A,N/A,C8910020,CERTIFICADO,Automatizacion,Automatizacion,Linea VAL-8422-000,N/A,,Calibración Vigente,,,0,1,1095.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT636,Perfilometro Keyence,23/12/2019,22/12/2022,02/12/2022,Activo,EXTERNO,N/A,N/A,N/A,N/A,C8910015,CERTIFICADO,Automatizacion,Automatizacion,Linea VAL-8422-000,N/A,,Calibración Vigente,,,0,1,1095.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT637,Welding Test  #1,19/08/2020,19/08/2021,30/07/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,R17121149,CERTIFICADO,Cold Forging,Blas Castañeda,Cold Forging Welding ,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT638,Welding Test #2,19/08/2020,19/08/2021,30/07/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,R17121153,CERTIFICADO,Cold Forging,Blas Castañeda,Cold Forging Welding ,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT639,Welding Test AMADA,31/08/2020,31/08/2021,11/08/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,16060245,CERTIFICADO,Produccion / Automatizacion,Produccion / Automatizacion,Linea VAL-6652-000 TAB,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT640,Welding Test AMADA,31/08/2020,31/08/2021,11/08/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,16060244,CERTIFICADO,Produccion / Automatizacion,Produccion / Automatizacion,Linea VAL-6652-000 Capacitor Epcos,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT641,Welding Test AMADA,31/08/2020,31/08/2021,11/08/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Produccion / Automatizacion,Produccion / Automatizacion,Linea VAL-6652-000 Capacitor Murata,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT642,Welding Test AMADA,31/08/2020,31/08/2021,11/08/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Produccion / Automatizacion,Produccion / Automatizacion,BRO-9112-000,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT643,Welding Test AMADA,31/08/2020,31/08/2021,11/08/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Produccion / Automatizacion,Produccion / Automatizacion,BRO-9112-000,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT644,Welding Test AMADA,31/08/2020,31/08/2021,11/08/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Produccion / Automatizacion,Produccion / Automatizacion,BRO-9112-000,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT645,Multimetro Klein Tools,21/10/2020,21/10/2021,01/10/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Jorge Torres,Jorge Torres,Mantenimiento,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT646,Multimetro Klein Tools,21/10/2020,21/10/2021,01/10/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Jorge Torres,Jorge Torres,Mantenimiento,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT647,Multimetro Klein Tools,21/10/2020,21/10/2021,01/10/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Jorge Torres,Jorge Torres,Mantenimiento,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT648,Multimetro Klein Tools,21/10/2020,21/10/2021,01/10/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Jorge Torres,Jorge Torres,Mantenimiento,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT649,"Calibrador dig. 0-8""",03/11/2020,03/11/2021,14/10/2021,Activo,INTERNO,0.00005,0.00005,0,"8""",A19264734,INT062/INT143,Daniel Hernandez G.,Daniel Hernandez G.,Taller,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT650,"Micrometro dig. 0-1""",03/11/2020,03/11/2021,14/10/2021,Activo,INTERNO,0.00005,0.00005,0,"1""",66723333,INT062,Daniel Hernandez G.,Daniel Hernandez G.,Taller,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT651,Gauge de Trasmision,30/07/2019,30/07/2024,10/07/2024,Activo,EXTERNO,0.1,0.1,30.7,30.9,CH:21093 31 %,CERTIFICADO,laboratorio Metrologia,laboratorio Metrologia,laboratorio Metrologia,N/A,,Calibración Vigente,,,0,1,1827.00,365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
